SHANG-CHI;MAN-THING
NAMORITA;WOLVERINE
NAMORITA;PROFESSOR X
NAMORITA;MR. FANTASTIC
NAMORITA;CAPTAIN AMERICA
NAMORITA;THANOS
NAMORITA;PSYLOCKE
NAMORITA;VISION
NAMORITA;GAMORA
NAMORITA;INVISIBLE WOMAN
NAMORITA;NOVA
NAMORITA;CYCLOPS
NAMORITA;DRAX
NAMORITA;HUMAN TORCH
NAMORITA;LIVING LIGHTNING
NAMORITA;GALACTUS
NAMORITA;IRON MAN
NAMORITA;HULK
NAMORITA;PUPPET MASTER
NAMORITA;MOONDRAGON
NAMORITA;HAVOK
HAVOK;WOLVERINE
HAVOK;PROFESSOR X
HAVOK;MR. FANTASTIC
HAVOK;CAPTAIN AMERICA
HAVOK;THANOS
HAVOK;PSYLOCKE
HAVOK;VISION
HAVOK;GAMORA
HAVOK;INVISIBLE WOMAN
HAVOK;NOVA
HAVOK;CYCLOPS
HAVOK;DRAX
HAVOK;HUMAN TORCH
HAVOK;LIVING LIGHTNING
HAVOK;GALACTUS
HAVOK;IRON MAN
HAVOK;HULK
HAVOK;PUPPET MASTER
HAVOK;MOONDRAGON
MOONDRAGON;WOLVERINE
MOONDRAGON;PROFESSOR X
MOONDRAGON;MR. FANTASTIC
MOONDRAGON;CAPTAIN AMERICA
MOONDRAGON;THANOS
MOONDRAGON;PSYLOCKE
MOONDRAGON;VISION
MOONDRAGON;GAMORA
MOONDRAGON;INVISIBLE WOMAN
MOONDRAGON;NOVA
MOONDRAGON;CYCLOPS
MOONDRAGON;DRAX
MOONDRAGON;HUMAN TORCH
MOONDRAGON;LIVING LIGHTNING
MOONDRAGON;GALACTUS
MOONDRAGON;IRON MAN
MOONDRAGON;HULK
MOONDRAGON;PUPPET MASTER
PUPPET MASTER;WOLVERINE
PUPPET MASTER;PROFESSOR X
PUPPET MASTER;MR. FANTASTIC
PUPPET MASTER;CAPTAIN AMERICA
PUPPET MASTER;THANOS
PUPPET MASTER;PSYLOCKE
PUPPET MASTER;VISION
PUPPET MASTER;GAMORA
PUPPET MASTER;INVISIBLE WOMAN
PUPPET MASTER;NOVA
PUPPET MASTER;CYCLOPS
PUPPET MASTER;DRAX
PUPPET MASTER;HUMAN TORCH
PUPPET MASTER;LIVING LIGHTNING
PUPPET MASTER;GALACTUS
PUPPET MASTER;IRON MAN
PUPPET MASTER;HULK
HULK;WOLVERINE
HULK;PROFESSOR X
HULK;MR. FANTASTIC
HULK;CAPTAIN AMERICA
HULK;THANOS
HULK;PSYLOCKE
HULK;VISION
HULK;GAMORA
HULK;INVISIBLE WOMAN
HULK;NOVA
HULK;CYCLOPS
HULK;DRAX
HULK;HUMAN TORCH
HULK;LIVING LIGHTNING
HULK;GALACTUS
HULK;IRON MAN
IRON MAN;WOLVERINE
IRON MAN;PROFESSOR X
IRON MAN;MR. FANTASTIC
IRON MAN;CAPTAIN AMERICA
IRON MAN;THANOS
IRON MAN;PSYLOCKE
IRON MAN;VISION
IRON MAN;GAMORA
IRON MAN;INVISIBLE WOMAN
IRON MAN;NOVA
IRON MAN;CYCLOPS
IRON MAN;DRAX
IRON MAN;HUMAN TORCH
IRON MAN;LIVING LIGHTNING
IRON MAN;GALACTUS
GALACTUS;WOLVERINE
GALACTUS;PROFESSOR X
GALACTUS;MR. FANTASTIC
GALACTUS;CAPTAIN AMERICA
GALACTUS;THANOS
GALACTUS;PSYLOCKE
GALACTUS;VISION
GALACTUS;GAMORA
GALACTUS;INVISIBLE WOMAN
GALACTUS;NOVA
GALACTUS;CYCLOPS
GALACTUS;DRAX
GALACTUS;HUMAN TORCH
GALACTUS;LIVING LIGHTNING
LIVING LIGHTNING;WOLVERINE
LIVING LIGHTNING;PROFESSOR X
LIVING LIGHTNING;MR. FANTASTIC
LIVING LIGHTNING;CAPTAIN AMERICA
LIVING LIGHTNING;THANOS
LIVING LIGHTNING;PSYLOCKE
LIVING LIGHTNING;VISION
LIVING LIGHTNING;GAMORA
LIVING LIGHTNING;INVISIBLE WOMAN
LIVING LIGHTNING;NOVA
LIVING LIGHTNING;CYCLOPS
LIVING LIGHTNING;DRAX
LIVING LIGHTNING;HUMAN TORCH
HUMAN TORCH;WOLVERINE
HUMAN TORCH;PROFESSOR X
HUMAN TORCH;MR. FANTASTIC
HUMAN TORCH;CAPTAIN AMERICA
HUMAN TORCH;THANOS
HUMAN TORCH;PSYLOCKE
HUMAN TORCH;VISION
HUMAN TORCH;GAMORA
HUMAN TORCH;INVISIBLE WOMAN
HUMAN TORCH;NOVA
HUMAN TORCH;CYCLOPS
HUMAN TORCH;DRAX
DRAX;WOLVERINE
DRAX;PROFESSOR X
DRAX;MR. FANTASTIC
DRAX;CAPTAIN AMERICA
DRAX;THANOS
DRAX;PSYLOCKE
DRAX;VISION
DRAX;GAMORA
DRAX;INVISIBLE WOMAN
DRAX;NOVA
DRAX;CYCLOPS
CYCLOPS;WOLVERINE
CYCLOPS;PROFESSOR X
CYCLOPS;MR. FANTASTIC
CYCLOPS;CAPTAIN AMERICA
CYCLOPS;THANOS
CYCLOPS;PSYLOCKE
CYCLOPS;VISION
CYCLOPS;GAMORA
CYCLOPS;INVISIBLE WOMAN
CYCLOPS;NOVA
NOVA;WOLVERINE
NOVA;PROFESSOR X
NOVA;MR. FANTASTIC
NOVA;CAPTAIN AMERICA
NOVA;THANOS
NOVA;PSYLOCKE
NOVA;VISION
NOVA;GAMORA
NOVA;INVISIBLE WOMAN
INVISIBLE WOMAN;WOLVERINE
INVISIBLE WOMAN;PROFESSOR X
INVISIBLE WOMAN;MR. FANTASTIC
INVISIBLE WOMAN;CAPTAIN AMERICA
INVISIBLE WOMAN;THANOS
INVISIBLE WOMAN;PSYLOCKE
INVISIBLE WOMAN;VISION
INVISIBLE WOMAN;GAMORA
GAMORA;WOLVERINE
GAMORA;PROFESSOR X
GAMORA;MR. FANTASTIC
GAMORA;CAPTAIN AMERICA
GAMORA;THANOS
GAMORA;PSYLOCKE
GAMORA;VISION
VISION;WOLVERINE
VISION;PROFESSOR X
VISION;MR. FANTASTIC
VISION;CAPTAIN AMERICA
VISION;THANOS
VISION;PSYLOCKE
PSYLOCKE;WOLVERINE
PSYLOCKE;PROFESSOR X
PSYLOCKE;MR. FANTASTIC
PSYLOCKE;CAPTAIN AMERICA
PSYLOCKE;THANOS
THANOS;WOLVERINE
THANOS;PROFESSOR X
THANOS;MR. FANTASTIC
THANOS;CAPTAIN AMERICA
CAPTAIN AMERICA;WOLVERINE
CAPTAIN AMERICA;PROFESSOR X
CAPTAIN AMERICA;MR. FANTASTIC
MR. FANTASTIC;WOLVERINE
MR. FANTASTIC;PROFESSOR X
PROFESSOR X;WOLVERINE
CAPTAIN MARVEL (MAR-VELL);CAROL DANVERS
MR. FANTASTIC;HUMAN TORCH
MR. FANTASTIC;PUPPET MASTER
MR. FANTASTIC;THING
MR. FANTASTIC;SILVER SABLE
MR. FANTASTIC;INVISIBLE WOMAN
MR. FANTASTIC;MOLECULE MAN
MR. FANTASTIC;DAREDEVIL
DAREDEVIL;HUMAN TORCH
DAREDEVIL;PUPPET MASTER
DAREDEVIL;THING
DAREDEVIL;SILVER SABLE
DAREDEVIL;INVISIBLE WOMAN
DAREDEVIL;MOLECULE MAN
MOLECULE MAN;HUMAN TORCH
MOLECULE MAN;PUPPET MASTER
MOLECULE MAN;THING
MOLECULE MAN;SILVER SABLE
MOLECULE MAN;INVISIBLE WOMAN
INVISIBLE WOMAN;HUMAN TORCH
INVISIBLE WOMAN;PUPPET MASTER
INVISIBLE WOMAN;THING
INVISIBLE WOMAN;SILVER SABLE
SILVER SABLE;HUMAN TORCH
SILVER SABLE;PUPPET MASTER
SILVER SABLE;THING
THING;HUMAN TORCH
THING;PUPPET MASTER
PUPPET MASTER;HUMAN TORCH
SUB-MARINER;CAPTAIN MARVEL (MAR-VELL)
SUB-MARINER;CAROL DANVERS
CAROL DANVERS;CAPTAIN MARVEL (MAR-VELL)
CAROL DANVERS;CAPTAIN MARVEL (MAR-VELL)
CAROL DANVERS;CAPTAIN MARVEL (MAR-VELL)
CAPTAIN MARVEL (MAR-VELL);QUASIMODO
CAPTAIN MARVEL (MAR-VELL);CAROL DANVERS
CAROL DANVERS;QUASIMODO
CAPTAIN MARVEL (MAR-VELL);CAROL DANVERS
CAPTAIN MARVEL (MAR-VELL);CAROL DANVERS
CAPTAIN AMERICA;BUCKY
TRITON;DRAGON MAN
TRITON;SANDMAN
TRITON;THING
TRITON;INVISIBLE WOMAN
TRITON;MR. FANTASTIC
TRITON;HUMAN TORCH
TRITON;MEDUSA
TRITON;BLACK BOLT
BLACK BOLT;DRAGON MAN
BLACK BOLT;SANDMAN
BLACK BOLT;THING
BLACK BOLT;INVISIBLE WOMAN
BLACK BOLT;MR. FANTASTIC
BLACK BOLT;HUMAN TORCH
BLACK BOLT;MEDUSA
MEDUSA;DRAGON MAN
MEDUSA;SANDMAN
MEDUSA;THING
MEDUSA;INVISIBLE WOMAN
MEDUSA;MR. FANTASTIC
MEDUSA;HUMAN TORCH
HUMAN TORCH;DRAGON MAN
HUMAN TORCH;SANDMAN
HUMAN TORCH;THING
HUMAN TORCH;INVISIBLE WOMAN
HUMAN TORCH;MR. FANTASTIC
MR. FANTASTIC;DRAGON MAN
MR. FANTASTIC;SANDMAN
MR. FANTASTIC;THING
MR. FANTASTIC;INVISIBLE WOMAN
INVISIBLE WOMAN;DRAGON MAN
INVISIBLE WOMAN;SANDMAN
INVISIBLE WOMAN;THING
THING;DRAGON MAN
THING;SANDMAN
SANDMAN;DRAGON MAN
MR. FANTASTIC;MEDUSA
MR. FANTASTIC;INVISIBLE WOMAN
MR. FANTASTIC;DRAGON MAN
MR. FANTASTIC;HUMAN TORCH
MR. FANTASTIC;THING
THING;MEDUSA
THING;INVISIBLE WOMAN
THING;DRAGON MAN
THING;HUMAN TORCH
HUMAN TORCH;MEDUSA
HUMAN TORCH;INVISIBLE WOMAN
HUMAN TORCH;DRAGON MAN
DRAGON MAN;MEDUSA
DRAGON MAN;INVISIBLE WOMAN
INVISIBLE WOMAN;MEDUSA
MOONDRAGON;BEAST
MOONDRAGON;ICEMAN
ICEMAN;BEAST
BEAST;MOONDRAGON
BEAST;ICEMAN
ICEMAN;MOONDRAGON
DAGGER;CLOAK
DAGGER;LIGHTSPEED
DAGGER;ALEX POWER
DAGGER;DARKHAWK
DAGGER;HINDSIGHT LAD
HINDSIGHT LAD;CLOAK
HINDSIGHT LAD;LIGHTSPEED
HINDSIGHT LAD;ALEX POWER
HINDSIGHT LAD;DARKHAWK
DARKHAWK;CLOAK
DARKHAWK;LIGHTSPEED
DARKHAWK;ALEX POWER
ALEX POWER;CLOAK
ALEX POWER;LIGHTSPEED
LIGHTSPEED;CLOAK
THING;MEDUSA
THING;INVISIBLE WOMAN
THING;SANDMAN
THING;HUMAN TORCH
THING;MR. FANTASTIC
MR. FANTASTIC;MEDUSA
MR. FANTASTIC;INVISIBLE WOMAN
MR. FANTASTIC;SANDMAN
MR. FANTASTIC;HUMAN TORCH
HUMAN TORCH;MEDUSA
HUMAN TORCH;INVISIBLE WOMAN
HUMAN TORCH;SANDMAN
SANDMAN;MEDUSA
SANDMAN;INVISIBLE WOMAN
INVISIBLE WOMAN;MEDUSA
MEDUSA;SANDMAN
MEDUSA;THING
MEDUSA;INVISIBLE WOMAN
MEDUSA;HUMAN TORCH
MEDUSA;MR. FANTASTIC
MR. FANTASTIC;SANDMAN
MR. FANTASTIC;THING
MR. FANTASTIC;INVISIBLE WOMAN
MR. FANTASTIC;HUMAN TORCH
HUMAN TORCH;SANDMAN
HUMAN TORCH;THING
HUMAN TORCH;INVISIBLE WOMAN
INVISIBLE WOMAN;SANDMAN
INVISIBLE WOMAN;THING
THING;SANDMAN
ICEMAN;MOONDRAGON
ICEMAN;BEAST
BEAST;MOONDRAGON
ICEMAN;BEAST
ICEMAN;MOONDRAGON
MOONDRAGON;BEAST
MOONDRAGON;ICEMAN
MOONDRAGON;METEORITE
MOONDRAGON;BEAST
BEAST;ICEMAN
BEAST;METEORITE
METEORITE;ICEMAN
ICEMAN;BEAST
ICEMAN;MOONDRAGON
MOONDRAGON;BEAST
BEAST;MOONDRAGON
BEAST;ICEMAN
ICEMAN;MOONDRAGON
ICEMAN;BEAST
ICEMAN;MOONDRAGON
MOONDRAGON;BEAST
MOONDRAGON;BEAST
MOONDRAGON;ICEMAN
ICEMAN;BEAST
BEAST;MOONDRAGON
BEAST;ICEMAN
ICEMAN;MOONDRAGON
IRON FIST (DANNY RAND);MOON KNIGHT
IRON FIST (DANNY RAND);LUKE CAGE
LUKE CAGE;MOON KNIGHT
LUKE CAGE;IRON FIST (DANNY RAND)
IRON FIST (DANNY RAND);LUKE CAGE
LUKE CAGE;IRON FIST (DANNY RAND)
IRON FIST (DANNY RAND);LUKE CAGE
IRON FIST (DANNY RAND);LUKE CAGE
LUKE CAGE;CONSTRICTOR
LUKE CAGE;IRON FIST (DANNY RAND)
LUKE CAGE;SABRETOOTH
SABRETOOTH;CONSTRICTOR
SABRETOOTH;IRON FIST (DANNY RAND)
IRON FIST (DANNY RAND);CONSTRICTOR
IRON FIST (DANNY RAND);LUKE CAGE
IRON FIST (DANNY RAND);MOLE MAN
MOLE MAN;LUKE CAGE
IRON FIST (DANNY RAND);LUKE CAGE
LUKE CAGE;MOON KNIGHT
LUKE CAGE;IRON FIST (DANNY RAND)
IRON FIST (DANNY RAND);MOON KNIGHT
ANT-MAN (SCOTT LANG);BLACKOUT
ANT-MAN (SCOTT LANG);CAPTAIN MARVEL (MONICA RAMBEAU)
ANT-MAN (SCOTT LANG);THOR
ANT-MAN (SCOTT LANG);CAPTAIN AMERICA
ANT-MAN (SCOTT LANG);THUNDERBALL
ANT-MAN (SCOTT LANG);WASP
ANT-MAN (SCOTT LANG);BULLDOZER
BULLDOZER;BLACKOUT
BULLDOZER;CAPTAIN MARVEL (MONICA RAMBEAU)
BULLDOZER;THOR
BULLDOZER;CAPTAIN AMERICA
BULLDOZER;THUNDERBALL
BULLDOZER;WASP
WASP;BLACKOUT
WASP;CAPTAIN MARVEL (MONICA RAMBEAU)
WASP;THOR
WASP;CAPTAIN AMERICA
WASP;THUNDERBALL
THUNDERBALL;BLACKOUT
THUNDERBALL;CAPTAIN MARVEL (MONICA RAMBEAU)
THUNDERBALL;THOR
THUNDERBALL;CAPTAIN AMERICA
CAPTAIN AMERICA;BLACKOUT
CAPTAIN AMERICA;CAPTAIN MARVEL (MONICA RAMBEAU)
CAPTAIN AMERICA;THOR
THOR;BLACKOUT
THOR;CAPTAIN MARVEL (MONICA RAMBEAU)
CAPTAIN MARVEL (MONICA RAMBEAU);BLACKOUT
BLACKOUT;CAPTAIN MARVEL (MONICA RAMBEAU)
BLACKOUT;CAPTAIN AMERICA
BLACKOUT;THUNDERBALL
BLACKOUT;THOR
BLACKOUT;WASP
BLACKOUT;BULLDOZER
BLACKOUT;ANT-MAN (SCOTT LANG)
ANT-MAN (SCOTT LANG);CAPTAIN MARVEL (MONICA RAMBEAU)
ANT-MAN (SCOTT LANG);CAPTAIN AMERICA
ANT-MAN (SCOTT LANG);THUNDERBALL
ANT-MAN (SCOTT LANG);THOR
ANT-MAN (SCOTT LANG);WASP
ANT-MAN (SCOTT LANG);BULLDOZER
BULLDOZER;CAPTAIN MARVEL (MONICA RAMBEAU)
BULLDOZER;CAPTAIN AMERICA
BULLDOZER;THUNDERBALL
BULLDOZER;THOR
BULLDOZER;WASP
WASP;CAPTAIN MARVEL (MONICA RAMBEAU)
WASP;CAPTAIN AMERICA
WASP;THUNDERBALL
WASP;THOR
THOR;CAPTAIN MARVEL (MONICA RAMBEAU)
THOR;CAPTAIN AMERICA
THOR;THUNDERBALL
THUNDERBALL;CAPTAIN MARVEL (MONICA RAMBEAU)
THUNDERBALL;CAPTAIN AMERICA
CAPTAIN AMERICA;CAPTAIN MARVEL (MONICA RAMBEAU)
CAPTAIN MARVEL (MONICA RAMBEAU);BULLDOZER
CAPTAIN MARVEL (MONICA RAMBEAU);BLACKOUT
CAPTAIN MARVEL (MONICA RAMBEAU);ABSORBING MAN
CAPTAIN MARVEL (MONICA RAMBEAU);THUNDERBALL
CAPTAIN MARVEL (MONICA RAMBEAU);ANT-MAN (SCOTT LANG)
CAPTAIN MARVEL (MONICA RAMBEAU);CAPTAIN AMERICA
CAPTAIN MARVEL (MONICA RAMBEAU);WASP
WASP;BULLDOZER
WASP;BLACKOUT
WASP;ABSORBING MAN
WASP;THUNDERBALL
WASP;ANT-MAN (SCOTT LANG)
WASP;CAPTAIN AMERICA
CAPTAIN AMERICA;BULLDOZER
CAPTAIN AMERICA;BLACKOUT
CAPTAIN AMERICA;ABSORBING MAN
CAPTAIN AMERICA;THUNDERBALL
CAPTAIN AMERICA;ANT-MAN (SCOTT LANG)
ANT-MAN (SCOTT LANG);BULLDOZER
ANT-MAN (SCOTT LANG);BLACKOUT
ANT-MAN (SCOTT LANG);ABSORBING MAN
ANT-MAN (SCOTT LANG);THUNDERBALL
THUNDERBALL;BULLDOZER
THUNDERBALL;BLACKOUT
THUNDERBALL;ABSORBING MAN
ABSORBING MAN;BULLDOZER
ABSORBING MAN;BLACKOUT
BLACKOUT;BULLDOZER
ABSORBING MAN;CAPTAIN MARVEL (MONICA RAMBEAU)
ABSORBING MAN;THUNDERBALL
ABSORBING MAN;CAPTAIN AMERICA
ABSORBING MAN;BLACKOUT
ABSORBING MAN;TIGER SHARK
ABSORBING MAN;BULLDOZER
ABSORBING MAN;WASP
WASP;CAPTAIN MARVEL (MONICA RAMBEAU)
WASP;THUNDERBALL
WASP;CAPTAIN AMERICA
WASP;BLACKOUT
WASP;TIGER SHARK
WASP;BULLDOZER
BULLDOZER;CAPTAIN MARVEL (MONICA RAMBEAU)
BULLDOZER;THUNDERBALL
BULLDOZER;CAPTAIN AMERICA
BULLDOZER;BLACKOUT
BULLDOZER;TIGER SHARK
TIGER SHARK;CAPTAIN MARVEL (MONICA RAMBEAU)
TIGER SHARK;THUNDERBALL
TIGER SHARK;CAPTAIN AMERICA
TIGER SHARK;BLACKOUT
BLACKOUT;CAPTAIN MARVEL (MONICA RAMBEAU)
BLACKOUT;THUNDERBALL
BLACKOUT;CAPTAIN AMERICA
CAPTAIN AMERICA;CAPTAIN MARVEL (MONICA RAMBEAU)
CAPTAIN AMERICA;THUNDERBALL
THUNDERBALL;CAPTAIN MARVEL (MONICA RAMBEAU)
BULLDOZER;ABSORBING MAN
BULLDOZER;BLACKOUT
BULLDOZER;THUNDERBALL
BULLDOZER;PALADIN
BULLDOZER;TIGER SHARK
BULLDOZER;CAPTAIN MARVEL (MONICA RAMBEAU)
BULLDOZER;WASP
WASP;ABSORBING MAN
WASP;BLACKOUT
WASP;THUNDERBALL
WASP;PALADIN
WASP;TIGER SHARK
WASP;CAPTAIN MARVEL (MONICA RAMBEAU)
CAPTAIN MARVEL (MONICA RAMBEAU);ABSORBING MAN
CAPTAIN MARVEL (MONICA RAMBEAU);BLACKOUT
CAPTAIN MARVEL (MONICA RAMBEAU);THUNDERBALL
CAPTAIN MARVEL (MONICA RAMBEAU);PALADIN
CAPTAIN MARVEL (MONICA RAMBEAU);TIGER SHARK
TIGER SHARK;ABSORBING MAN
TIGER SHARK;BLACKOUT
TIGER SHARK;THUNDERBALL
TIGER SHARK;PALADIN
PALADIN;ABSORBING MAN
PALADIN;BLACKOUT
PALADIN;THUNDERBALL
THUNDERBALL;ABSORBING MAN
THUNDERBALL;BLACKOUT
BLACKOUT;ABSORBING MAN
CAPTAIN AMERICA;WASP
CAPTAIN AMERICA;SNOWBIRD
CAPTAIN AMERICA;BOX
CAPTAIN AMERICA;SUB-MARINER
CAPTAIN AMERICA;NORTHSTAR
CAPTAIN AMERICA;PUCK
CAPTAIN AMERICA;SHAMAN
CAPTAIN AMERICA;AURORA
CAPTAIN AMERICA;CAPTAIN MARVEL (MONICA RAMBEAU)
CAPTAIN MARVEL (MONICA RAMBEAU);WASP
CAPTAIN MARVEL (MONICA RAMBEAU);SNOWBIRD
CAPTAIN MARVEL (MONICA RAMBEAU);BOX
CAPTAIN MARVEL (MONICA RAMBEAU);SUB-MARINER
CAPTAIN MARVEL (MONICA RAMBEAU);NORTHSTAR
CAPTAIN MARVEL (MONICA RAMBEAU);PUCK
CAPTAIN MARVEL (MONICA RAMBEAU);SHAMAN
CAPTAIN MARVEL (MONICA RAMBEAU);AURORA
AURORA;WASP
AURORA;SNOWBIRD
AURORA;BOX
AURORA;SUB-MARINER
AURORA;NORTHSTAR
AURORA;PUCK
AURORA;SHAMAN
SHAMAN;WASP
SHAMAN;SNOWBIRD
SHAMAN;BOX
SHAMAN;SUB-MARINER
SHAMAN;NORTHSTAR
SHAMAN;PUCK
PUCK;WASP
PUCK;SNOWBIRD
PUCK;BOX
PUCK;SUB-MARINER
PUCK;NORTHSTAR
NORTHSTAR;WASP
NORTHSTAR;SNOWBIRD
NORTHSTAR;BOX
NORTHSTAR;SUB-MARINER
SUB-MARINER;WASP
SUB-MARINER;SNOWBIRD
SUB-MARINER;BOX
BOX;WASP
BOX;SNOWBIRD
SNOWBIRD;WASP
PALADIN;GREY GARGOYLE
PALADIN;CAPTAIN MARVEL (MONICA RAMBEAU)
PALADIN;WASP
PALADIN;CAPTAIN AMERICA
PALADIN;SUB-MARINER
SUB-MARINER;GREY GARGOYLE
SUB-MARINER;CAPTAIN MARVEL (MONICA RAMBEAU)
SUB-MARINER;WASP
SUB-MARINER;CAPTAIN AMERICA
CAPTAIN AMERICA;GREY GARGOYLE
CAPTAIN AMERICA;CAPTAIN MARVEL (MONICA RAMBEAU)
CAPTAIN AMERICA;WASP
WASP;GREY GARGOYLE
WASP;CAPTAIN MARVEL (MONICA RAMBEAU)
CAPTAIN MARVEL (MONICA RAMBEAU);GREY GARGOYLE
ABSORBING MAN;CAPTAIN AMERICA
ABSORBING MAN;SUB-MARINER
ABSORBING MAN;CAPTAIN MARVEL (MONICA RAMBEAU)
ABSORBING MAN;WASP
WASP;CAPTAIN AMERICA
WASP;SUB-MARINER
WASP;CAPTAIN MARVEL (MONICA RAMBEAU)
CAPTAIN MARVEL (MONICA RAMBEAU);CAPTAIN AMERICA
CAPTAIN MARVEL (MONICA RAMBEAU);SUB-MARINER
SUB-MARINER;CAPTAIN AMERICA
THING;ANNIHILUS
THING;INVISIBLE WOMAN
THING;MR. FANTASTIC
THING;HUMAN TORCH
HUMAN TORCH;ANNIHILUS
HUMAN TORCH;INVISIBLE WOMAN
HUMAN TORCH;MR. FANTASTIC
MR. FANTASTIC;ANNIHILUS
MR. FANTASTIC;INVISIBLE WOMAN
INVISIBLE WOMAN;ANNIHILUS
CAPTAIN AMERICA;CAPTAIN MARVEL (MONICA RAMBEAU)
CAPTAIN AMERICA;THOR
THOR;CAPTAIN MARVEL (MONICA RAMBEAU)
THOR;CAPTAIN AMERICA
THOR;WASP
THOR;CAPTAIN MARVEL (MONICA RAMBEAU)
CAPTAIN MARVEL (MONICA RAMBEAU);CAPTAIN AMERICA
CAPTAIN MARVEL (MONICA RAMBEAU);WASP
WASP;CAPTAIN AMERICA
SANDMAN;SPIDER-MAN
SANDMAN;HUMAN TORCH
HUMAN TORCH;SPIDER-MAN
CYCLOPS;CALLISTO
CYCLOPS;BANSHEE
BANSHEE;CALLISTO
CALLISTO;CYCLOPS
CALLISTO;CYCLOPS
CALLISTO;BANSHEE
BANSHEE;CYCLOPS
CALLISTO;BANSHEE
CALLISTO;CYCLOPS
CYCLOPS;BANSHEE
CYCLOPS;CALLISTO
HAVOK;WOLVERINE
HUMAN TORCH;INVISIBLE WOMAN
HUMAN TORCH;SILVER SURFER
HUMAN TORCH;THING
THING;INVISIBLE WOMAN
THING;SILVER SURFER
SILVER SURFER;INVISIBLE WOMAN
INVISIBLE WOMAN;HUMAN TORCH
INVISIBLE WOMAN;HULK
INVISIBLE WOMAN;THING
INVISIBLE WOMAN;MR. FANTASTIC
MR. FANTASTIC;HUMAN TORCH
MR. FANTASTIC;HULK
MR. FANTASTIC;THING
THING;HUMAN TORCH
THING;HULK
HULK;HUMAN TORCH
HUMAN TORCH;INVISIBLE WOMAN
HUMAN TORCH;THING
HUMAN TORCH;HULK
HUMAN TORCH;MR. FANTASTIC
MR. FANTASTIC;INVISIBLE WOMAN
MR. FANTASTIC;THING
MR. FANTASTIC;HULK
HULK;INVISIBLE WOMAN
HULK;THING
THING;INVISIBLE WOMAN
HULK;PUMA
MR. FANTASTIC;THING
MR. FANTASTIC;HUMAN TORCH
MR. FANTASTIC;INVISIBLE WOMAN
MR. FANTASTIC;NAMORITA
MR. FANTASTIC;PUNISHER
PUNISHER;THING
PUNISHER;HUMAN TORCH
PUNISHER;INVISIBLE WOMAN
PUNISHER;NAMORITA
NAMORITA;THING
NAMORITA;HUMAN TORCH
NAMORITA;INVISIBLE WOMAN
INVISIBLE WOMAN;THING
INVISIBLE WOMAN;HUMAN TORCH
HUMAN TORCH;THING
CAPTAIN AMERICA;SCARLET WITCH
CAPTAIN AMERICA;HUMAN TORCH
CAPTAIN AMERICA;INVISIBLE WOMAN
CAPTAIN AMERICA;IRON MAN
CAPTAIN AMERICA;THING
CAPTAIN AMERICA;THOR
CAPTAIN AMERICA;FIRESTAR
CAPTAIN AMERICA;MR. FANTASTIC
MR. FANTASTIC;SCARLET WITCH
MR. FANTASTIC;HUMAN TORCH
MR. FANTASTIC;INVISIBLE WOMAN
MR. FANTASTIC;IRON MAN
MR. FANTASTIC;THING
MR. FANTASTIC;THOR
MR. FANTASTIC;FIRESTAR
FIRESTAR;SCARLET WITCH
FIRESTAR;HUMAN TORCH
FIRESTAR;INVISIBLE WOMAN
FIRESTAR;IRON MAN
FIRESTAR;THING
FIRESTAR;THOR
THOR;SCARLET WITCH
THOR;HUMAN TORCH
THOR;INVISIBLE WOMAN
THOR;IRON MAN
THOR;THING
THING;SCARLET WITCH
THING;HUMAN TORCH
THING;INVISIBLE WOMAN
THING;IRON MAN
IRON MAN;SCARLET WITCH
IRON MAN;HUMAN TORCH
IRON MAN;INVISIBLE WOMAN
INVISIBLE WOMAN;SCARLET WITCH
INVISIBLE WOMAN;HUMAN TORCH
HUMAN TORCH;SCARLET WITCH
HUMAN TORCH;THING
HUMAN TORCH;MR. FANTASTIC
HUMAN TORCH;INVISIBLE WOMAN
INVISIBLE WOMAN;THING
INVISIBLE WOMAN;MR. FANTASTIC
MR. FANTASTIC;THING
HUMAN TORCH;INVISIBLE WOMAN
HUMAN TORCH;MR. FANTASTIC
HUMAN TORCH;THING
THING;INVISIBLE WOMAN
THING;MR. FANTASTIC
MR. FANTASTIC;INVISIBLE WOMAN
THOR;CAPTAIN AMERICA
THOR;DAREDEVIL
THOR;INVISIBLE WOMAN
THOR;HUMAN TORCH
THOR;SCARLET WITCH
THOR;FIRESTAR
THOR;MR. FANTASTIC
THOR;NAMORITA
THOR;RED SKULL
THOR;THING
THOR;WONDER MAN
WONDER MAN;CAPTAIN AMERICA
WONDER MAN;DAREDEVIL
WONDER MAN;INVISIBLE WOMAN
WONDER MAN;HUMAN TORCH
WONDER MAN;SCARLET WITCH
WONDER MAN;FIRESTAR
WONDER MAN;MR. FANTASTIC
WONDER MAN;NAMORITA
WONDER MAN;RED SKULL
WONDER MAN;THING
THING;CAPTAIN AMERICA
THING;DAREDEVIL
THING;INVISIBLE WOMAN
THING;HUMAN TORCH
THING;SCARLET WITCH
THING;FIRESTAR
THING;MR. FANTASTIC
THING;NAMORITA
THING;RED SKULL
RED SKULL;CAPTAIN AMERICA
RED SKULL;DAREDEVIL
RED SKULL;INVISIBLE WOMAN
RED SKULL;HUMAN TORCH
RED SKULL;SCARLET WITCH
RED SKULL;FIRESTAR
